"",Name,OutcomeType,OutcomeSubtype,AnimalType,AgeDays,Fertility,sex,Hour,Weekday,Month,Year,TimeofDay,WorkDay,Mix,SimpleBreed,PureColor,SimpleColor,Age
"681",Y,Adoption,Blank,Dog,365,N,Female,17,1,9,2015,everning,Y,Y,Pointer,Pure,Black,Kid
"682",Y,Adoption,Foster,Dog,60,N,Male,9,5,1,2014,morning,Y,N,Border Collie,Pure,Black,Kid
"683",Y,Adoption,Blank,Dog,1095,N,Female,17,2,12,2014,everning,Y,Y,Pit Bull,Pure,Brown,Adult
"684",Y,Adoption,Blank,Dog,365,N,Male,15,5,4,2014,afternoon,Y,Y,Rottweiler,Pure,Black,Kid
"685",Y,Adoption,Blank,Dog,300,N,Female,12,1,10,2013,afternoon,Y,Y,Labrador Retriever,Mix,Black,Kid
"686",Y,Adoption,Blank,Dog,1095,N,Female,14,3,3,2014,afternoon,Y,Y,Rottweiler,Pure,Black,Adult
"687",Y,Adoption,Blank,Dog,730,N,Male,16,1,11,2014,everning,Y,N,Labrador Retriever,Pure,Black,Adult
"688",Y,Adoption,Blank,Dog,4015,Y,Male,15,6,4,2015,afternoon,N,N,Dachshund,Pure,Black,Old
"689",Y,Adoption,Blank,Dog,60,N,Male,16,6,8,2014,everning,N,Y,Miniature Schnauzer,Mix,Black,Kid
"690",Y,Adoption,Blank,Dog,365,N,Male,17,4,2,2015,everning,Y,N,Golden Retriever,Mix,Gold,Kid
"691",Y,Adoption,Foster,Dog,60,N,Male,13,1,8,2015,afternoon,Y,N,Carolina Dog,Pure,Black,Kid
"692",Y,Adoption,Foster,Dog,4745,N,Male,9,4,12,2015,morning,Y,Y,Dachshund,Mix,Red,Old
"693",Y,Adoption,Blank,Dog,365,N,Female,11,4,8,2014,afternoon,Y,Y,Dachshund Wirehair,Mix,Cream,Kid
"694",Y,Adoption,Foster,Dog,1095,N,Female,9,6,6,2014,morning,N,N,Whippet,Mix,Tricolor,Adult
"695",Y,Adoption,Blank,Dog,2190,N,Female,17,7,1,2014,everning,N,Y,Chihuahua Shorthair,Pure,Chocolate,Adult
"696",Y,Adoption,Blank,Dog,1095,N,Male,16,6,9,2015,everning,N,Y,Chihuahua Shorthair,Mix,Buff,Adult
"697",N,Adoption,Foster,Dog,730,N,Male,17,1,6,2014,everning,Y,Y,Miniature Poodle,Mix,White,Adult
"698",Y,Adoption,Blank,Dog,210,N,Male,14,2,5,2014,afternoon,Y,N,French Bulldog,Pure,Black,Kid
"699",Y,Adoption,Blank,Dog,3650,N,Female,10,6,7,2014,morning,N,Y,Basset Hound,Pure,Black,Old
"700",Y,Adoption,Blank,Dog,60,N,Male,19,3,11,2014,everning,Y,N,Wire Hair Fox Terrier,Pure,Tan,Kid
"701",Y,Adoption,Blank,Dog,150,N,Male,12,1,10,2014,afternoon,Y,N,Border Collie,Pure,Black,Kid
"702",Y,Adoption,Foster,Dog,60,N,Female,11,2,11,2013,afternoon,Y,Y,German Shepherd,Pure,Sable,Kid
"703",Y,Adoption,Blank,Dog,300,N,Male,16,5,7,2014,everning,Y,Y,Dachshund,Mix,Tricolor,Kid
"704",Y,Adoption,Blank,Dog,730,N,Female,18,1,11,2015,everning,Y,Y,Great Dane,Mix,Tan,Adult
"705",Y,Adoption,Blank,Dog,150,N,Female,17,5,5,2014,everning,Y,Y,Miniature Poodle,Mix,White,Kid
"706",Y,Adoption,Blank,Dog,730,N,Male,18,3,9,2015,everning,Y,Y,Pit Bull,Mix,Tricolor,Adult
"707",Y,Adoption,Blank,Dog,365,N,Female,17,7,8,2014,everning,N,Y,Miniature Poodle,Mix,Buff,Kid
"708",N,Adoption,Blank,Dog,365,N,Male,17,7,5,2014,everning,N,Y,Chihuahua Shorthair,Pure,Black,Kid
"709",Y,Adoption,Blank,Dog,1095,N,Female,15,7,2,2016,afternoon,N,N,Bruss Griffon,Mix,Sable,Adult
"710",N,Adoption,Blank,Dog,365,N,Female,12,1,12,2013,afternoon,Y,Y,Maltese,Pure,White,Kid
"711",Y,Adoption,Blank,Dog,90,N,Male,17,2,5,2015,everning,Y,Y,Chihuahua Shorthair,Mix,Brown,Kid
"712",Y,Adoption,Blank,Dog,730,N,Male,18,5,1,2014,everning,Y,Y,Dachshund,Pure,Brown,Adult
"713",Y,Adoption,Blank,Dog,730,N,Male,17,3,10,2014,everning,Y,Y,Pit Bull,Pure,Tan,Adult
"714",Y,Adoption,Blank,Dog,1095,N,Male,15,1,12,2015,afternoon,Y,Y,Dachshund,Mix,Red,Adult
"715",Y,Adoption,Blank,Dog,150,N,Female,17,5,5,2015,everning,Y,Y,Shetland Sheepdog,Pure,White,Kid
"716",Y,Adoption,Blank,Dog,730,N,Male,15,1,12,2013,afternoon,Y,N,Miniature Schnauzer,Mix,Buff,Adult
"717",Y,Adoption,Blank,Dog,1825,N,Male,17,1,11,2014,everning,Y,Y,Flat Coat Retriever,Mix,Black,Adult
"718",Y,Adoption,Blank,Dog,2190,N,Female,13,4,1,2015,afternoon,Y,Y,Labrador Retriever,Mix,Red,Adult
"719",Y,Adoption,Blank,Dog,300,N,Female,17,1,8,2014,everning,Y,Y,Great Pyrenees,Pure,White,Kid
"720",Y,Adoption,Blank,Dog,1460,N,Female,13,7,2,2016,afternoon,N,Y,Pointer,Pure,White,Adult
"721",Y,Adoption,Blank,Dog,730,N,Female,16,1,10,2015,everning,Y,Y,Staffordshire,Mix,Black,Adult
"722",Y,Adoption,Blank,Dog,1095,N,Female,16,1,12,2014,everning,Y,N,Dogo Argentino,Pure,White,Adult
"723",N,Adoption,Blank,Dog,1460,N,Male,18,7,8,2014,everning,N,Y,Chihuahua Longhair,Pure,Brown,Adult
"724",Y,Adoption,Blank,Dog,365,N,Male,11,4,8,2014,afternoon,Y,Y,Pit Bull,Pure,Fawn,Kid
"725",Y,Adoption,Blank,Dog,365,N,Male,15,1,6,2014,afternoon,Y,Y,Chihuahua Shorthair,Pure,Brown,Kid
"726",Y,Adoption,Blank,Dog,270,N,Female,18,2,12,2013,everning,Y,Y,Catahoula,Pure,Tan,Kid
"727",Y,Adoption,Blank,Dog,730,N,Male,12,1,5,2014,afternoon,Y,Y,Rat Terrier,Mix,Tricolor,Adult
"728",N,Adoption,Blank,Dog,365,N,Male,17,7,11,2015,everning,N,Y,Chihuahua Shorthair,Pure,Brown,Kid
"729",Y,Adoption,Foster,Dog,60,N,Male,17,5,1,2014,everning,Y,N,Dachshund,Pure,Black,Kid
"730",N,Adoption,Blank,Dog,30,N,Male,18,7,11,2013,everning,N,Y,Pit Bull,Pure,Black,Kid
"731",Y,Adoption,Blank,Dog,2920,N,Male,18,5,10,2015,everning,Y,Y,Dachshund,Pure,Brown,Old
"732",Y,Adoption,Blank,Dog,730,N,Male,17,7,12,2013,everning,N,Y,Chihuahua Shorthair,Pure,White,Adult
"733",Y,Adoption,Blank,Dog,365,N,Male,13,4,9,2015,afternoon,Y,Y,Chihuahua Shorthair,Pure,Brown,Kid
"734",Y,Adoption,Blank,Dog,730,N,Female,11,2,8,2014,afternoon,Y,Y,Labrador Retriever,Mix,Black,Adult
"735",Y,Adoption,Blank,Dog,1095,N,Female,15,4,1,2015,afternoon,Y,Y,Dachshund,Mix,Red,Adult
"736",N,Adoption,Foster,Dog,90,N,Male,17,1,5,2014,everning,Y,N,Maltese,Pure,White,Kid
"737",Y,Adoption,Foster,Dog,365,N,Female,15,2,7,2014,afternoon,Y,N,Chihuahua Shorthair,Pure,Brown,Kid
"738",Y,Adoption,Blank,Dog,730,N,Male,17,4,2,2014,everning,Y,Y,Chihuahua Shorthair,Mix,Black,Adult
"739",Y,Adoption,Foster,Dog,30,N,Female,17,7,2,2015,everning,N,Y,Australian Shepherd,Pure,Brown,Kid
"740",Y,Adoption,Blank,Dog,365,N,Male,12,4,1,2016,afternoon,Y,Y,Miniature Poodle,Mix,White,Kid
"741",Y,Adoption,Blank,Dog,1825,N,Female,18,7,4,2014,everning,N,Y,English Bulldog,Pure,Brown,Adult
"742",N,Adoption,Blank,Dog,60,N,Male,17,7,1,2014,everning,N,N,Catahoula,Pure,Brown,Kid
"743",Y,Adoption,Blank,Dog,365,N,Male,17,2,8,2015,everning,Y,N,German Shepherd,Pure,Brown,Kid
"744",Y,Adoption,Blank,Dog,730,N,Female,11,3,2,2014,afternoon,Y,Y,English Pointer,Pure,Chocolate,Adult
"745",Y,Adoption,Blank,Dog,730,N,Female,17,6,8,2014,everning,N,N,Beagle,Pure,Buff,Adult
"746",Y,Adoption,Blank,Dog,730,N,Male,14,1,1,2014,afternoon,Y,Y,Chihuahua Shorthair,Pure,Buff,Adult
"747",Y,Adoption,Blank,Dog,730,N,Female,11,1,4,2015,afternoon,Y,Y,Labrador Retriever,Pure,Black,Adult
"748",Y,Adoption,Blank,Dog,2190,N,Female,17,7,3,2014,everning,N,Y,Miniature Schnauzer,Pure,Gray,Adult
"749",Y,Adoption,Blank,Dog,730,N,Male,17,6,3,2014,everning,N,N,Dachshund Wirehair,Mix,Chocolate,Adult
"750",Y,Adoption,Blank,Dog,730,N,Male,13,7,7,2014,afternoon,N,Y,Chihuahua Shorthair,Pure,Black,Adult
"751",Y,Adoption,Blank,Dog,150,N,Female,19,6,6,2015,everning,N,Y,Australian Shepherd,Pure,Black,Kid
"752",Y,Adoption,Blank,Dog,150,N,Female,17,6,10,2015,everning,N,Y,Redbone Hound,Mix,Red,Kid
"753",Y,Adoption,Blank,Dog,90,N,Female,18,6,2,2014,everning,N,Y,Border Collie,Pure,White,Kid
"754",Y,Adoption,Blank,Dog,60,N,Female,11,1,7,2015,afternoon,Y,Y,Australian Cattle Dog,Pure,Brown,Kid
"755",Y,Adoption,Foster,Dog,365,N,Male,9,4,12,2014,morning,Y,Y,Labrador Retriever,Mix,Buff,Kid
"756",Y,Adoption,Blank,Dog,3650,N,Male,17,2,9,2015,everning,Y,Y,Beauceron,Pure,Black,Old
"757",Y,Adoption,Blank,Dog,60,N,Male,18,4,8,2015,everning,Y,N,Chihuahua Shorthair,Pure,White,Kid
"758",Y,Adoption,Blank,Dog,365,N,Male,14,7,5,2015,afternoon,N,Y,Pit Bull,Pure,Blue,Kid
"759",Y,Adoption,Blank,Dog,300,N,Female,18,1,10,2015,everning,Y,Y,Chihuahua Shorthair,Mix,Black,Kid
"760",Y,Adoption,Blank,Dog,1095,N,Male,12,5,12,2015,afternoon,Y,N,Rat Terrier,Pure,Black,Adult
"761",Y,Adoption,Blank,Dog,730,N,Male,17,5,11,2014,everning,Y,N,Collie Smooth,Pure,Brown,Adult
"762",N,Adoption,Blank,Dog,180,N,Female,18,1,11,2015,everning,Y,Y,Pit Bull,Pure,Yellow,Kid
"763",N,Adoption,Foster,Dog,30,N,Female,18,7,11,2014,everning,N,Y,Cairn Terrier,Mix,Tricolor,Kid
"764",Y,Adoption,Blank,Dog,730,N,Male,14,1,9,2014,afternoon,Y,Y,Border Collie,Pure,Black,Adult
"765",Y,Adoption,Blank,Dog,90,Y,Male,10,6,7,2014,morning,N,Y,German Shepherd,Pure,Black,Kid
"766",Y,Adoption,Foster,Dog,2920,N,Female,10,5,12,2015,morning,Y,Y,Shih Tzu,Pure,White,Old
"767",N,Adoption,Foster,Dog,30,N,Male,17,7,2,2015,everning,N,Y,Labrador Retriever,Pure,Cream,Kid
"768",Y,Adoption,Blank,Dog,365,N,Male,12,4,5,2015,afternoon,Y,Y,Siberian Husky,Mix,White,Kid
"769",N,Adoption,Blank,Dog,300,N,Female,14,2,5,2014,afternoon,Y,Y,Pit Bull,Pure,Blue,Kid
"770",Y,Adoption,Blank,Dog,365,N,Male,18,1,12,2015,everning,Y,N,Miniature Schnauzer,Mix,White,Kid
"771",N,Adoption,Foster,Dog,210,N,Male,8,3,7,2015,morning,Y,Y,Great Pyrenees,Mix,White,Kid
"772",Y,Adoption,Blank,Dog,1095,N,Male,17,7,11,2013,everning,N,Y,Chihuahua Shorthair,Mix,Sable,Adult
"773",Y,Adoption,Blank,Dog,1095,N,Female,18,4,4,2014,everning,Y,Y,Catahoula,Pure,White,Adult
"774",Y,Adoption,Blank,Dog,365,N,Male,11,7,1,2015,afternoon,N,Y,Flat Coat Retriever,Pure,Black,Kid
"775",Y,Adoption,Blank,Dog,180,N,Female,18,5,4,2014,everning,Y,N,Dachshund,Pure,Black,Kid
"776",N,Adoption,Blank,Dog,150,N,Female,12,7,8,2014,afternoon,N,Y,Cairn Terrier,Pure,Cream,Kid
"777",Y,Adoption,Blank,Dog,2555,N,Male,11,2,10,2014,afternoon,Y,Y,Pomeranian,Mix,Tan,Adult
"778",Y,Adoption,Blank,Dog,120,N,Female,18,1,11,2015,everning,Y,Y,Chihuahua Shorthair,Mix,Sable,Kid
"779",Y,Adoption,Blank,Dog,365,N,Male,18,5,3,2014,everning,Y,N,St. Bernard Smooth Coat,Pure,White,Kid
"780",Y,Adoption,Blank,Dog,1095,N,Male,18,7,6,2014,everning,N,Y,Chihuahua Shorthair,Mix,Tan,Adult
"781",Y,Adoption,Blank,Dog,365,N,Female,18,6,9,2015,everning,N,Y,Labrador Retriever,Mix,Tan,Kid
"782",Y,Adoption,Offsite,Dog,60,N,Female,16,7,9,2014,everning,N,Y,Chihuahua Shorthair,Pure,Yellow,Kid
"783",Y,Adoption,Foster,Dog,4015,N,Female,14,2,8,2015,afternoon,Y,Y,Chihuahua Shorthair,Pure,Brown,Old
"784",Y,Adoption,Blank,Dog,365,N,Male,12,3,8,2015,afternoon,Y,Y,Labrador Retriever,Pure,Black,Kid
"785",Y,Adoption,Blank,Dog,1460,N,Male,14,3,4,2015,afternoon,Y,Y,Pit Bull,Mix,Brown,Adult
"786",Y,Adoption,Foster,Dog,90,N,Male,18,7,7,2014,everning,N,Y,Labrador Retriever,Mix,Black,Kid
"787",N,Adoption,Blank,Dog,30,N,Female,18,2,2,2015,everning,Y,N,German Shepherd,Mix,Brown,Kid
"788",Y,Adoption,Blank,Dog,60,N,Female,18,7,10,2014,everning,N,Y,Queensland Heeler,Mix,Black,Kid
"789",N,Adoption,Blank,Dog,730,N,Male,18,5,1,2014,everning,Y,N,Chow Chow,Mix,Tan,Adult
"790",Y,Adoption,Blank,Dog,240,N,Female,13,5,12,2013,afternoon,Y,Y,Pit Bull,Pure,Brown,Kid
"791",Y,Adoption,Blank,Dog,270,N,Female,13,4,1,2015,afternoon,Y,Y,Whippet,Pure,Brown,Kid
"792",Y,Adoption,Blank,Dog,60,N,Male,17,4,9,2014,everning,Y,N,Pit Bull,Pure,Black,Kid
"793",Y,Adoption,Blank,Dog,365,N,Female,17,2,5,2015,everning,Y,Y,Cairn Terrier,Pure,White,Kid
"794",Y,Adoption,Blank,Dog,240,N,Female,18,2,12,2014,everning,Y,Y,Chihuahua Shorthair,Pure,Black,Kid
"795",Y,Adoption,Blank,Dog,2190,N,Male,16,1,10,2015,everning,Y,Y,Labrador Retriever,Mix,Tan,Adult
"796",Y,Adoption,Blank,Dog,730,N,Female,13,5,6,2015,afternoon,Y,Y,Anatol Shepherd,Pure,White,Adult
"797",N,Adoption,Blank,Dog,60,N,Male,17,5,1,2015,everning,Y,N,Australian Cattle Dog,Pure,Black,Kid
"798",N,Adoption,Blank,Dog,1095,N,Male,18,4,7,2014,everning,Y,Y,Chihuahua Longhair,Mix,Chocolate,Adult
"799",N,Adoption,Blank,Dog,2190,N,Male,19,4,12,2013,everning,Y,N,Miniature Schnauzer,Mix,Black,Adult
"800",N,Adoption,Blank,Dog,270,N,Male,17,3,10,2015,everning,Y,N,Chihuahua Shorthair,Mix,Buff,Kid
"801",N,Adoption,Foster,Dog,150,N,Male,14,6,1,2016,afternoon,N,Y,Labrador Retriever,Pure,Black,Kid
"802",Y,Adoption,Blank,Dog,365,N,Female,18,6,12,2014,everning,N,Y,Catahoula,Pure,Brown,Kid
"803",Y,Adoption,Foster,Dog,30,N,Female,17,3,4,2014,everning,Y,N,Chihuahua Shorthair,Pure,Black,Kid
"804",Y,Adoption,Blank,Dog,180,N,Male,16,3,6,2014,everning,Y,Y,Chihuahua Shorthair,Pure,Tan,Kid
"805",Y,Adoption,Blank,Dog,730,N,Male,15,6,10,2015,afternoon,N,Y,Pit Bull,Pure,Blue,Adult
"806",Y,Adoption,Foster,Dog,1825,N,Male,7,4,9,2014,morning,Y,Y,Chihuahua Shorthair,Pure,White,Adult
"807",Y,Adoption,Blank,Dog,365,N,Male,14,4,9,2014,afternoon,Y,Y,Rottweiler,Pure,Black,Kid
"808",N,Adoption,Blank,Dog,1095,N,Female,18,6,2,2015,everning,N,N,Norwich Terrier,Mix,Tricolor,Adult
"809",Y,Adoption,Blank,Dog,300,N,Male,13,7,4,2014,afternoon,N,N,Plott Hound,Pure,Brown,Kid
"810",Y,Adoption,Blank,Dog,270,N,Female,18,2,11,2014,everning,Y,Y,Great Pyrenees,Mix,White,Kid
"811",Y,Adoption,Blank,Dog,90,Y,Male,19,3,7,2015,everning,Y,Y,Australian Cattle Dog,Pure,Black,Kid
"812",Y,Adoption,Blank,Dog,90,N,Male,17,3,2,2014,everning,Y,N,Dachshund,Mix,Buff,Kid
"813",Y,Adoption,Foster,Dog,60,N,Female,11,6,8,2014,afternoon,N,N,Labrador Retriever,Pure,Black,Kid
"814",Y,Adoption,Blank,Dog,2190,N,Male,12,2,6,2014,afternoon,Y,Y,Australian Cattle Dog,Pure,Blue,Adult
"815",Y,Adoption,Blank,Dog,3285,N,Female,15,2,9,2014,afternoon,Y,Y,Pit Bull,Pure,Red,Old
"816",N,Adoption,Blank,Dog,60,N,Female,17,5,8,2014,everning,Y,N,Chihuahua Shorthair,Pure,Tan,Kid
"817",N,Adoption,Blank,Dog,730,N,Female,18,4,7,2015,everning,Y,Y,Boxer,Pure,Red,Adult
"818",Y,Adoption,Blank,Dog,60,N,Female,11,6,3,2014,afternoon,N,Y,Manchester Terrier,Pure,Tricolor,Kid
"819",Y,Adoption,Blank,Dog,3650,N,Female,13,2,10,2015,afternoon,Y,Y,Miniature Poodle,Mix,Black,Old
"820",Y,Adoption,Blank,Dog,60,N,Female,18,1,3,2014,everning,Y,Y,Labrador Retriever,Pure,Black,Kid
"821",Y,Adoption,Blank,Dog,240,N,Female,13,1,2,2016,afternoon,Y,Y,Chow Chow,Mix,Black,Kid
"822",N,Adoption,Foster,Dog,30,N,Male,11,5,12,2015,afternoon,Y,Y,Boxer,Pure,Sable,Kid
"823",Y,Adoption,Blank,Dog,1095,N,Female,15,2,9,2014,afternoon,Y,Y,English Bulldog,Pure,Brown,Adult
"824",Y,Adoption,Blank,Dog,60,N,Male,18,1,7,2015,everning,Y,N,Lhasa Apso,Mix,White,Kid
"825",Y,Adoption,Blank,Dog,365,N,Male,12,3,6,2015,afternoon,Y,Y,Labrador Retriever,Mix,Black,Kid
"826",Y,Adoption,Blank,Dog,365,N,Female,17,3,11,2015,everning,Y,Y,Beagle,Pure,White,Kid
"827",Y,Adoption,Blank,Dog,270,N,Female,18,5,7,2014,everning,Y,N,Soft Coated Wheaten Terrier,Pure,Sable,Kid
"828",Y,Adoption,Foster,Dog,30,N,Male,17,6,5,2014,everning,N,Y,English Pointer,Pure,Chocolate,Kid
"829",Y,Adoption,Blank,Dog,730,N,Male,14,5,3,2015,afternoon,Y,Y,Chihuahua Shorthair,Mix,Tan,Adult
"830",N,Adoption,Blank,Dog,3285,N,Male,16,4,1,2015,everning,Y,Y,Chihuahua Shorthair,Mix,Buff,Old
"831",Y,Adoption,Blank,Dog,120,N,Male,14,1,10,2015,afternoon,Y,Y,Basset Hound,Pure,Black,Kid
"832",Y,Adoption,Blank,Dog,365,N,Male,16,1,3,2014,everning,Y,N,Basset Hound,Pure,Black,Kid
"833",Y,Adoption,Blank,Dog,300,N,Male,17,4,12,2014,everning,Y,N,Catahoula,Pure,Tan,Kid
"834",N,Adoption,Blank,Dog,60,N,Female,17,4,1,2015,everning,Y,Y,Catahoula,Mix,Tricolor,Kid
"835",Y,Adoption,Foster,Dog,60,Y,Female,13,3,8,2014,afternoon,Y,N,German Shepherd,Pure,Cream,Kid
"836",Y,Adoption,Blank,Dog,730,N,Male,14,2,11,2014,afternoon,Y,Y,Miniature Poodle,Mix,White,Adult
"837",Y,Adoption,Blank,Dog,1095,N,Female,12,2,3,2015,afternoon,Y,Y,Labrador Retriever,Pure,Brown,Adult
"838",Y,Adoption,Blank,Dog,365,N,Female,14,1,10,2014,afternoon,Y,Y,Pit Bull,Pure,White,Kid
"839",Y,Adoption,Blank,Dog,730,N,Male,11,2,1,2014,afternoon,Y,N,German Shepherd,Mix,Sable,Adult
"840",Y,Adoption,Blank,Dog,730,N,Male,17,7,11,2015,everning,N,N,Pointer,Pure,Black,Adult
"841",Y,Adoption,Offsite,Dog,365,N,Male,19,1,5,2015,everning,Y,Y,Manchester Terrier,Pure,Red,Kid
"842",N,Adoption,Blank,Dog,730,N,Female,17,6,11,2015,everning,N,Y,Pekingese,Pure,White,Adult
"843",Y,Adoption,Blank,Dog,365,N,Male,13,1,3,2015,afternoon,Y,Y,Chihuahua Shorthair,Pure,Tan,Kid
"844",Y,Adoption,Blank,Dog,365,N,Male,18,1,11,2015,everning,Y,Y,Chihuahua Shorthair,Pure,Yellow,Kid
"845",Y,Adoption,Blank,Dog,150,N,Female,18,2,12,2013,everning,Y,Y,Boxer,Pure,Brown,Kid
"846",Y,Adoption,Blank,Dog,2555,N,Male,16,2,3,2015,everning,Y,N,Boxer,Pure,Red,Adult
"847",Y,Adoption,Blank,Dog,150,N,Male,21,5,1,2016,night,Y,Y,Dachshund,Pure,Brown,Kid
"848",Y,Adoption,Blank,Dog,730,N,Male,17,6,6,2015,everning,N,Y,Whippet,Pure,Brown,Adult
"849",Y,Adoption,Blank,Dog,4380,N,Female,15,7,10,2015,afternoon,N,Y,Rat Terrier,Pure,White,Old
"850",Y,Adoption,Blank,Dog,2920,N,Male,12,2,12,2014,afternoon,Y,Y,Chihuahua Shorthair,Mix,Tan,Old
"851",Y,Adoption,Blank,Dog,730,N,Female,18,3,7,2014,everning,Y,Y,Dachshund,Pure,White,Adult
"852",Y,Adoption,Blank,Dog,60,N,Female,16,6,6,2014,everning,N,N,Labrador Retriever,Pure,Gold,Kid
"853",Y,Adoption,Offsite,Dog,730,N,Female,17,7,3,2014,everning,N,Y,Chihuahua Shorthair,Pure,Black,Adult
"854",Y,Adoption,Blank,Dog,60,N,Female,17,7,10,2015,everning,N,Y,Pit Bull,Pure,Red,Kid
"855",Y,Adoption,Blank,Dog,1460,N,Female,17,3,9,2014,everning,Y,N,Chihuahua Shorthair,Pure,Brown,Adult
"856",Y,Adoption,Blank,Dog,1095,N,Female,18,4,7,2014,everning,Y,N,Staffordshire,Pure,Brown,Adult
"857",Y,Adoption,Blank,Dog,730,N,Female,17,4,6,2014,everning,Y,Y,Pit Bull,Pure,Brown,Adult
"858",Y,Adoption,Blank,Dog,90,N,Female,10,6,2,2014,morning,N,N,Cardigan Welsh Corgi,Pure,White,Kid
"859",Y,Adoption,Blank,Dog,730,N,Male,18,7,9,2015,everning,N,Y,Pit Bull,Pure,Black,Adult
"860",Y,Adoption,Blank,Dog,2555,N,Male,15,1,9,2014,afternoon,Y,Y,Podengo Pequeno,Pure,Black,Adult
"861",Y,Adoption,Foster,Dog,2190,N,Female,14,5,10,2014,afternoon,Y,Y,German Shepherd,Pure,Black,Adult
"862",Y,Adoption,Blank,Dog,90,N,Male,16,4,7,2015,everning,Y,Y,Chihuahua Shorthair,Pure,Black,Kid
"863",Y,Adoption,Blank,Dog,60,N,Female,17,3,12,2014,everning,Y,Y,German Shepherd,Mix,Cream,Kid
"864",Y,Adoption,Blank,Dog,365,N,Female,16,7,2,2016,everning,N,Y,Chihuahua Shorthair,Pure,Tan,Kid
"865",Y,Adoption,Blank,Dog,1825,N,Female,17,1,1,2015,everning,Y,Y,Chihuahua Shorthair,Mix,Tan,Adult
"866",Y,Adoption,Blank,Dog,365,N,Female,17,1,4,2014,everning,Y,Y,Chihuahua Shorthair,Pure,Blue,Kid
"867",Y,Adoption,Foster,Dog,2190,N,Male,9,6,7,2014,morning,N,Y,Pointer,Pure,White,Adult
"868",Y,Adoption,Blank,Dog,150,N,Male,13,1,1,2016,afternoon,Y,Y,Chihuahua Shorthair,Pure,Brown,Kid
"869",N,Adoption,Blank,Dog,730,N,Male,17,6,7,2014,everning,N,N,Bruss Griffon,Pure,Buff,Adult
"870",Y,Adoption,Blank,Dog,1095,N,Female,18,3,3,2014,everning,Y,N,Miniature Schnauzer,Pure,Gray,Adult
"871",Y,Adoption,Blank,Dog,730,N,Female,18,7,11,2015,everning,N,N,Chihuahua Shorthair,Mix,Tan,Adult
"872",N,Adoption,Blank,Dog,1825,N,Female,17,6,10,2015,everning,N,N,Yorkshire Terrier,Mix,Gray,Adult
"873",Y,Adoption,Blank,Dog,210,N,Male,17,7,5,2014,everning,N,N,Chihuahua Shorthair,Pure,Tan,Kid
"874",Y,Adoption,Blank,Dog,210,N,Female,18,5,4,2014,everning,Y,N,Labrador Retriever,Mix,Yellow,Kid
"875",Y,Adoption,Blank,Dog,150,N,Female,18,1,1,2016,everning,Y,N,Labrador Retriever,Pure,White,Kid
"876",Y,Adoption,Blank,Dog,2190,N,Female,13,7,2,2014,afternoon,N,Y,Australian Shepherd,Pure,Brown,Adult
"877",Y,Adoption,Blank,Dog,120,N,Female,18,4,9,2015,everning,Y,N,Yorkshire Terrier,Pure,Tan,Kid
"878",Y,Adoption,Blank,Dog,2920,N,Male,14,7,2,2015,afternoon,N,N,Parson Russell Terrier,Pure,White,Old
"879",N,Adoption,Blank,Dog,60,Y,Male,18,3,12,2014,everning,Y,Y,German Shepherd,Pure,Brown,Kid
"880",Y,Adoption,Foster,Dog,30,N,Male,17,6,5,2014,everning,N,Y,English Pointer,Pure,White,Kid
"881",Y,Adoption,Blank,Dog,730,N,Female,17,7,1,2015,everning,N,Y,Boxer,Pure,Brown,Adult
"882",Y,Adoption,Blank,Dog,365,N,Female,14,2,8,2014,afternoon,Y,Y,American Bulldog,Pure,White,Kid
"883",Y,Adoption,Blank,Dog,730,N,Male,18,3,5,2015,everning,Y,Y,Redbone Hound,Pure,Black,Adult
"884",N,Adoption,Blank,Dog,730,N,Male,18,6,1,2015,everning,N,N,Australian Shepherd,Pure,Black,Adult
"885",Y,Adoption,Blank,Dog,730,N,Female,16,2,4,2014,everning,Y,Y,Australian Cattle Dog,Pure,Brown,Adult
"886",Y,Adoption,Blank,Dog,120,N,Male,18,1,9,2015,everning,Y,Y,Blue Lacy,Pure,Blue,Kid
"887",Y,Adoption,Blank,Dog,365,N,Female,12,3,12,2014,afternoon,Y,N,Cardigan Welsh Corgi,Mix,Tan,Kid
"888",Y,Adoption,Blank,Dog,365,N,Female,13,2,4,2014,afternoon,Y,Y,Pit Bull,Pure,Brown,Kid
"889",N,Adoption,Blank,Dog,365,N,Male,18,4,8,2015,everning,Y,Y,Bruss Griffon,Mix,Tricolor,Kid
"890",Y,Adoption,Blank,Dog,2920,N,Male,19,2,10,2014,everning,Y,Y,Border Collie,Pure,Black,Old
"891",Y,Adoption,Blank,Dog,365,N,Female,12,1,2,2016,afternoon,Y,N,Labrador Retriever,Mix,Red,Kid
"892",Y,Adoption,Blank,Dog,365,N,Female,18,1,1,2014,everning,Y,Y,Cairn Terrier,Pure,White,Kid
"893",Y,Adoption,Blank,Dog,365,N,Female,16,1,1,2015,everning,Y,Y,German Shepherd,Pure,Black,Kid
"894",Y,Adoption,Foster,Dog,730,N,Female,15,2,6,2015,afternoon,Y,Y,Queensland Heeler,Pure,Blue,Adult
"895",Y,Adoption,Foster,Dog,120,N,Female,12,5,10,2013,afternoon,Y,Y,Border Terrier,Pure,White,Kid
